3D.DAT          2.1             Header Structure with Comment Lines                             
   1
WRF Katrina tutorial hourly-interp 00-03 UTC via wrfout_to_3d                                                                       
  1  1  0  0  0
LCC   28.0000  -89.0000  28.00  28.00   388.333  2098.974  28.009  14 14 10
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2005082800    4  14  14  10
   1   1  14  14   1  10  -99.9285  -96.4206  19.1075  22.3873
 0.997
 0.989
 0.978
 0.964
 0.947
 0.925
 0.900
 0.863
 0.817
 0.771
   1   1  19.1075  -99.9285 2566 20 -999.0000 -999.0000 -999
   2   1  19.1075  -99.6586 2764 20 -999.0000 -999.0000 -999
   3   1  19.1075  -99.3888 2668 20 -999.0000 -999.0000 -999
   4   1  19.1075  -99.1190 2516 20 -999.0000 -999.0000 -999
   5   1  19.1075  -98.8491 2657 20 -999.0000 -999.0000 -999
   6   1  19.1075  -98.5793 2786 20 -999.0000 -999.0000 -999
   7   1  19.1075  -98.3094 2455 20 -999.0000 -999.0000 -999
   8   1  19.1075  -98.0396 2314 20 -999.0000 -999.0000 -999
   9   1  19.1075  -97.7698 2389 20 -999.0000 -999.0000 -999
  10   1  19.1075  -97.4999 2679 20 -999.0000 -999.0000 -999
  11   1  19.1075  -97.2301 2622 20 -999.0000 -999.0000 -999
  12   1  19.1075  -96.9602 1475 20 -999.0000 -999.0000 -999
  13   1  19.1075  -96.6904  429 20 -999.0000 -999.0000 -999
  14   1  19.1075  -96.4206   86 20 -999.0000 -999.0000 -999
   1   2  19.3623  -99.9285 2763 20 -999.0000 -999.0000 -999
   2   2  19.3623  -99.6586 2884 20 -999.0000 -999.0000 -999
   3   2  19.3623  -99.3888 2858 20 -999.0000 -999.0000 -999
   4   2  19.3623  -99.1190 2628 10 -999.0000 -999.0000 -999
   5   2  19.3623  -98.8491 2698 20 -999.0000 -999.0000 -999
   6   2  19.3623  -98.5793 2816 20 -999.0000 -999.0000 -999
   7   2  19.3623  -98.3094 2605 20 -999.0000 -999.0000 -999
   8   2  19.3623  -98.0396 2566 20 -999.0000 -999.0000 -999
   9   2  19.3623  -97.7698 2575 20 -999.0000 -999.0000 -999
  10   2  19.3623  -97.4999 2682 20 -999.0000 -999.0000 -999
  11   2  19.3623  -97.2301 2587 20 -999.0000 -999.0000 -999
  12   2  19.3623  -96.9602 1600 20 -999.0000 -999.0000 -999
  13   2  19.3623  -96.6904  558 20 -999.0000 -999.0000 -999
  14   2  19.3623  -96.4206  103 20 -999.0000 -999.0000 -999
   1   3  19.6166  -99.9285 2769 20 -999.0000 -999.0000 -999
   2   3  19.6166  -99.6586 2748 20 -999.0000 -999.0000 -999
   3   3  19.6166  -99.3888 2609 20 -999.0000 -999.0000 -999
   4   3  19.6166  -99.1190 2370 20 -999.0000 -999.0000 -999
   5   3  19.6166  -98.8491 2431 20 -999.0000 -999.0000 -999
   6   3  19.6166  -98.5793 2621 20 -999.0000 -999.0000 -999
   7   3  19.6166  -98.3094 2675 20 -999.0000 -999.0000 -999
   8   3  19.6166  -98.0396 2645 20 -999.0000 -999.0000 -999
   9   3  19.6166  -97.7698 2533 20 -999.0000 -999.0000 -999
  10   3  19.6166  -97.4999 2440 20 -999.0000 -999.0000 -999
  11   3  19.6166  -97.2301 2172 20 -999.0000 -999.0000 -999
  12   3  19.6166  -96.9602 1500 20 -999.0000 -999.0000 -999
  13   3  19.6166  -96.6904  695 20 -999.0000 -999.0000 -999
  14   3  19.6166  -96.4206  139 20 -999.0000 -999.0000 -999
   1   4  19.8706  -99.9285 2686 20 -999.0000 -999.0000 -999
   2   4  19.8706  -99.6586 2649 20 -999.0000 -999.0000 -999
   3   4  19.8706  -99.3888 2428 20 -999.0000 -999.0000 -999
   4   4  19.8706  -99.1190 2298 20 -999.0000 -999.0000 -999
   5   4  19.8706  -98.8491 2416 20 -999.0000 -999.0000 -999
   6   4  19.8706  -98.5793 2606 20 -999.0000 -999.0000 -999
   7   4  19.8706  -98.3094 2663 20 -999.0000 -999.0000 -999
   8   4  19.8706  -98.0396 2377 20 -999.0000 -999.0000 -999
   9   4  19.8706  -97.7698 1912 20 -999.0000 -999.0000 -999
  10   4  19.8706  -97.4999 1569 20 -999.0000 -999.0000 -999
  11   4  19.8706  -97.2301 1212 20 -999.0000 -999.0000 -999
  12   4  19.8706  -96.9602  845 20 -999.0000 -999.0000 -999
  13   4  19.8706  -96.6904  466 20 -999.0000 -999.0000 -999
  14   4  19.8706  -96.4206   99 55 -999.0000 -999.0000 -999
   1   5  20.1242  -99.9285 2495 20 -999.0000 -999.0000 -999
   2   5  20.1242  -99.6586 2448 20 -999.0000 -999.0000 -999
   3   5  20.1242  -99.3888 2251 20 -999.0000 -999.0000 -999
   4   5  20.1242  -99.1190 2206 20 -999.0000 -999.0000 -999
   5   5  20.1242  -98.8491 2347 20 -999.0000 -999.0000 -999
   6   5  20.1242  -98.5793 2441 20 -999.0000 -999.0000 -999
   7   5  20.1242  -98.3094 2312 20 -999.0000 -999.0000 -999
   8   5  20.1242  -98.0396 1744 20 -999.0000 -999.0000 -999
   9   5  20.1242  -97.7698  976 20 -999.0000 -999.0000 -999
  10   5  20.1242  -97.4999  507 20 -999.0000 -999.0000 -999
  11   5  20.1242  -97.2301  286 20 -999.0000 -999.0000 -999
  12   5  20.1242  -96.9602  161 20 -999.0000 -999.0000 -999
  13   5  20.1242  -96.6904   92 20 -999.0000 -999.0000 -999
  14   5  20.1242  -96.4206   19 55 -999.0000 -999.0000 -999
   1   6  20.3773  -99.9285 2196 20 -999.0000 -999.0000 -999
   2   6  20.3773  -99.6586 2164 20 -999.0000 -999.0000 -999
   3   6  20.3773  -99.3888 2094 20 -999.0000 -999.0000 -999
   4   6  20.3773  -99.1190 2065 20 -999.0000 -999.0000 -999
   5   6  20.3773  -98.8491 2066 20 -999.0000 -999.0000 -999
   6   6  20.3773  -98.5793 2006 20 -999.0000 -999.0000 -999
   7   6  20.3773  -98.3094 1683 20 -999.0000 -999.0000 -999
   8   6  20.3773  -98.0396 1025 20 -999.0000 -999.0000 -999
   9   6  20.3773  -97.7698  405 20 -999.0000 -999.0000 -999
  10   6  20.3773  -97.4999  114 20 -999.0000 -999.0000 -999
  11   6  20.3773  -97.2301   38 20 -999.0000 -999.0000 -999
  12   6  20.3773  -96.9602   23 20 -999.0000 -999.0000 -999
  13   6  20.3773  -96.6904    0 55 -999.0000 -999.0000 -999
  14   6  20.3773  -96.4206    0 55 -999.0000 -999.0000 -999
   1   7  20.6301  -99.9285 2008 20 -999.0000 -999.0000 -999
   2   7  20.6301  -99.6586 1957 20 -999.0000 -999.0000 -999
   3   7  20.6301  -99.3888 1915 20 -999.0000 -999.0000 -999
   4   7  20.6301  -99.1190 1846 20 -999.0000 -999.0000 -999
   5   7  20.6301  -98.8491 1750 20 -999.0000 -999.0000 -999
   6   7  20.6301  -98.5793 1530 20 -999.0000 -999.0000 -999
   7   7  20.6301  -98.3094 1030 20 -999.0000 -999.0000 -999
   8   7  20.6301  -98.0396  492 20 -999.0000 -999.0000 -999
   9   7  20.6301  -97.7698  208 20 -999.0000 -999.0000 -999
  10   7  20.6301  -97.4999   97 20 -999.0000 -999.0000 -999
  11   7  20.6301  -97.2301   42 20 -999.0000 -999.0000 -999
  12   7  20.6301  -96.9602    6 55 -999.0000 -999.0000 -999
  13   7  20.6301  -96.6904    0 55 -999.0000 -999.0000 -999
  14   7  20.6301  -96.4206    0 55 -999.0000 -999.0000 -999
   1   8  20.8824  -99.9285 1982 20 -999.0000 -999.0000 -999
   2   8  20.8824  -99.6586 1858 20 -999.0000 -999.0000 -999
   3   8  20.8824  -99.3888 1664 20 -999.0000 -999.0000 -999
   4   8  20.8824  -99.1190 1471 20 -999.0000 -999.0000 -999
   5   8  20.8824  -98.8491 1335 20 -999.0000 -999.0000 -999
   6   8  20.8824  -98.5793 1006 20 -999.0000 -999.0000 -999
   7   8  20.8824  -98.3094  537 20 -999.0000 -999.0000 -999
   8   8  20.8824  -98.0396  250 20 -999.0000 -999.0000 -999
   9   8  20.8824  -97.7698  139 20 -999.0000 -999.0000 -999
  10   8  20.8824  -97.4999   60 20 -999.0000 -999.0000 -999
  11   8  20.8824  -97.2301   14 55 -999.0000 -999.0000 -999
  12   8  20.8824  -96.9602    0 55 -999.0000 -999.0000 -999
  13   8  20.8824  -96.6904    0 55 -999.0000 -999.0000 -999
  14   8  20.8824  -96.4206    0 55 -999.0000 -999.0000 -999
   1   9  21.1343  -99.9285 1822 20 -999.0000 -999.0000 -999
   2   9  21.1343  -99.6586 1611 20 -999.0000 -999.0000 -999
   3   9  21.1343  -99.3888 1403 20 -999.0000 -999.0000 -999
   4   9  21.1343  -99.1190 1213 20 -999.0000 -999.0000 -999
   5   9  21.1343  -98.8491  827 20 -999.0000 -999.0000 -999
   6   9  21.1343  -98.5793  434 20 -999.0000 -999.0000 -999
   7   9  21.1343  -98.3094  239 20 -999.0000 -999.0000 -999
   8   9  21.1343  -98.0396  167 20 -999.0000 -999.0000 -999
   9   9  21.1343  -97.7698  129 20 -999.0000 -999.0000 -999
  10   9  21.1343  -97.4999   48 20 -999.0000 -999.0000 -999
  11   9  21.1343  -97.2301    0 55 -999.0000 -999.0000 -999
  12   9  21.1343  -96.9602    0 55 -999.0000 -999.0000 -999
  13   9  21.1343  -96.6904    0 55 -999.0000 -999.0000 -999
  14   9  21.1343  -96.4206    0 55 -999.0000 -999.0000 -999
   1  10  21.3858  -99.9285 1502 20 -999.0000 -999.0000 -999
   2  10  21.3858  -99.6586 1242 20 -999.0000 -999.0000 -999
   3  10  21.3858  -99.3888 1141 20 -999.0000 -999.0000 -999
   4  10  21.3858  -99.1190 1043 20 -999.0000 -999.0000 -999
   5  10  21.3858  -98.8491  479 20 -999.0000 -999.0000 -999
   6  10  21.3858  -98.5793   97 20 -999.0000 -999.0000 -999
   7  10  21.3858  -98.3094  101 20 -999.0000 -999.0000 -999
   8  10  21.3858  -98.0396  106 20 -999.0000 -999.0000 -999
   9  10  21.3858  -97.7698   90 20 -999.0000 -999.0000 -999
  10  10  21.3858  -97.4999   33 20 -999.0000 -999.0000 -999
  11  10  21.3858  -97.2301    0 55 -999.0000 -999.0000 -999
  12  10  21.3858  -96.9602    0 55 -999.0000 -999.0000 -999
  13  10  21.3858  -96.6904    0 55 -999.0000 -999.0000 -999
  14  10  21.3858  -96.4206    0 55 -999.0000 -999.0000 -999
   1  11  21.6368  -99.9285 1254 20 -999.0000 -999.0000 -999
   2  11  21.6368  -99.6586 1036 20 -999.0000 -999.0000 -999
   3  11  21.6368  -99.3888  846 20 -999.0000 -999.0000 -999
   4  11  21.6368  -99.1190  609 20 -999.0000 -999.0000 -999
   5  11  21.6368  -98.8491  223 20 -999.0000 -999.0000 -999
   6  11  21.6368  -98.5793   28 20 -999.0000 -999.0000 -999
   7  11  21.6368  -98.3094   55 20 -999.0000 -999.0000 -999
   8  11  21.6368  -98.0396   57 20 -999.0000 -999.0000 -999
   9  11  21.6368  -97.7698   36 20 -999.0000 -999.0000 -999
  10  11  21.6368  -97.4999    7 55 -999.0000 -999.0000 -999
  11  11  21.6368  -97.2301    0 55 -999.0000 -999.0000 -999
  12  11  21.6368  -96.9602    0 55 -999.0000 -999.0000 -999
  13  11  21.6368  -96.6904    0 55 -999.0000 -999.0000 -999
  14  11  21.6368  -96.4206    0 55 -999.0000 -999.0000 -999
   1  12  21.8874  -99.9285 1145 20 -999.0000 -999.0000 -999
   2  12  21.8874  -99.6586 1068 20 -999.0000 -999.0000 -999
   3  12  21.8874  -99.3888  762 20 -999.0000 -999.0000 -999
   4  12  21.8874  -99.1190  297 20 -999.0000 -999.0000 -999
   5  12  21.8874  -98.8491   76 20 -999.0000 -999.0000 -999
   6  12  21.8874  -98.5793   35 20 -999.0000 -999.0000 -999
   7  12  21.8874  -98.3094   31 20 -999.0000 -999.0000 -999
   8  12  21.8874  -98.0396   29 20 -999.0000 -999.0000 -999
   9  12  21.8874  -97.7698   15 20 -999.0000 -999.0000 -999
  10  12  21.8874  -97.4999    2 55 -999.0000 -999.0000 -999
  11  12  21.8874  -97.2301    0 55 -999.0000 -999.0000 -999
  12  12  21.8874  -96.9602    0 55 -999.0000 -999.0000 -999
  13  12  21.8874  -96.6904    0 55 -999.0000 -999.0000 -999
